An EC2 instance cannot reach the internet. What do you check?	1) Is the instance in a public subnet with an Internet Gateway? 2) Does the route table have 0.0.0.0/0 -> IGW? 3) Does the instance have a public IP or Elastic IP? 4) Security group allows outbound? 5) NACL allows outbound + ephemeral inbound? For private subnet: check NAT Gateway route.	aws-troubleshooting easy aws vpc routing
Traffic between two VPCs over peering is not working. What do you check?	1) Peering connection is Active in both VPCs. 2) Route tables in BOTH VPCs have routes to the peer CIDR pointing to the peering connection. 3) Security groups reference the peer CIDR (not just the peer SG — SG references across peering require same region). 4) NACLs allow the traffic.	aws-troubleshooting medium aws vpc routing
An application cannot resolve a private DNS name in a VPC. What do you check?	1) enableDnsSupport and enableDnsHostnames are true on the VPC. 2) Private hosted zone is associated with the VPC. 3) Record exists in the hosted zone. 4) Instance is using the VPC DNS resolver (x.x.x.2). 5) If cross-VPC: check Route 53 Resolver rules and VPC associations.	aws-troubleshooting medium aws dns route53
You can't SSH into an EC2 instance that was working yesterday. What do you check?	1) Security group still allows port 22 from your IP (check if your IP changed). 2) Instance status checks passing. 3) Key pair matches. 4) Disk full (check console output). 5) sshd crashed (use EC2 Serial Console or SSM Session Manager). 6) NACL or host firewall change.	aws-troubleshooting medium aws ec2 troubleshooting
When is a CloudWatch alarm in INSUFFICIENT_DATA state?	1) The metric has no data points in the evaluation period (instance stopped, metric not yet published). 2) Alarm was just created and hasn't collected enough data. 3) Namespace or metric name is wrong. 4) The dimension (e.g., InstanceId) doesn't match. Check the metric in the console to verify data exists.	aws-troubleshooting easy aws cloudwatch monitoring
Custom CloudWatch metrics are not appearing. What do you check?	1) IAM role has cloudwatch:PutMetricData permission. 2) Namespace is correct (custom namespaces are case-sensitive). 3) Timestamp is within 2 weeks past or 2 hours future. 4) Agent is running and configured correctly. 5) Check the agent log for errors. 6) Metric may take a few minutes to appear.	aws-troubleshooting medium aws cloudwatch monitoring
EKS worker nodes are NotReady. What do you check?	1) aws-node DaemonSet (VPC CNI) running? kubectl get ds -n kube-system. 2) Node has IP addresses available in the subnet. 3) Node IAM role has AmazonEKSWorkerNodePolicy, AmazonEKS_CNI_Policy, AmazonEC2ContainerRegistryReadOnly. 4) Node security group allows communication with the control plane. 5) kubelet logs on the node.	aws-troubleshooting medium aws eks kubernetes
EKS pods can reach the internet but not other pods across nodes. What is likely wrong?	VPC CNI issue: 1) aws-node pods not running on all nodes. 2) Security group doesn't allow pod-to-pod traffic (nodes must allow all traffic from themselves). 3) Subnet has no free IPs for secondary ENIs. 4) NACL blocking inter-node traffic. Check: kubectl logs -n kube-system aws-node-<id>.	aws-troubleshooting hard aws eks networking
You created a resource but can't find it in the console. What is the most common mistake?	Wrong region selected in the console. AWS resources are regional (except IAM, Route 53, CloudFront, S3 bucket names). Always verify the region in the console dropdown matches where you created the resource. Also check: correct account if using Organizations.	aws-troubleshooting easy aws regions troubleshooting
You notice unexpected AWS charges. How do you investigate?	1) Cost Explorer: filter by service, region, usage type. 2) Check for forgotten resources: running instances, unattached EBS volumes, idle NAT Gateways, unused Elastic IPs. 3) Look at data transfer costs (often overlooked). 4) Check for resources in unusual regions. 5) Enable AWS Budgets alerts to catch early.	aws-troubleshooting medium aws cost troubleshooting
